rosbagTimestamp,data,\ 4E 25 12 00 00 00 00 05 06 0D 06 92 06 D0 05 06 02 00 00 0D 0E 43 06 80 00 77\,\ FE E8 FF 82 00 85 FE EC FF 10 10 00 00 FF 0F FF 0F FF 0F FF 0F EF 0F 00 00 00\,"\ 00 BC }"""
1608810897731939414,"""{ AA 55 4D 01 0F 7C D8 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897731978753,"""{ AA 55 4D 01 0F 90 D8 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897732050042,"""{ AA 55 4D 01 0F A4 D8 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897760668829,"""{ AA 55 4D 01 0F B8 D8 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897787114016,"""{ AA 55 53 01 0F CC D8 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897804560849,"""{ AA 55 4D 01 0F E0 D8 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897804579447,"""{ AA 55 4D 01 0F F4 D8 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897868625900,"""{ AA 55 4D 01 0F 08 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897900561001,"""{ AA 55 4D 01 0F 1C D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897900617992,"""{ AA 55 4D 01 0F 30 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897900683283,"""{ AA 55 53 01 0F 44 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897926114850,"""{ AA 55 4D 01 0F 58 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897926131106,"""{ AA 55 4D 01 0F 6C D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897956468514,"""{ AA 55 4D 01 0F 80 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897986928852,"""{ AA 55 4D 01 0F 94 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810897986989915,"""{ AA 55 4D 01 0F A8 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898013564222,"""{ AA 55 53 01 0F BC D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898043118022,"""{ AA 55 4D 01 0F D0 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898060363927,"""{ AA 55 4D 01 0F E4 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898069248615,"""{ AA 55 4D 01 0F F8 D9 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898094760555,"""{ AA 55 4D 01 0F 0C DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898113177960,"""{ AA 55 4D 01 0F 20 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898129780949,"""{ AA 55 53 01 0F 34 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898153304411,"""{ AA 55 4D 01 0F 48 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898177679024,"""{ AA 55 4D 01 0F 5C DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898199159216,"""{ AA 55 4D 01 0F 70 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898199264194,"""{ AA 55 4D 01 0F 84 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898225139825,"""{ AA 55 4D 01 0F 98 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898251685870,"""{ AA 55 53 01 0F AC DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898284393505,"""{ AA 55 4D 01 0F C0 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898309712792,"""{ AA 55 4D 01 0F D4 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898309757735,"""{ AA 55 4D 01 0F E8 DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898341454854,"""{ AA 55 4D 01 0F FC DA 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898341514894,"""{ AA 55 4D 01 0F 10 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898361094380,"""{ AA 55 53 01 0F 24 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898382021288,"""{ AA 55 4D 01 0F 38 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898398211917,"""{ AA 55 4D 01 0F 4C DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898423072790,"""{ AA 55 4D 01 0F 60 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898446204506,"""{ AA 55 4D 01 0F 74 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898469369990,"""{ AA 55 4D 01 0F 88 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898495061253,"""{ AA 55 53 01 0F 9C DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898526616768,"""{ AA 55 4D 01 0F B0 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898543223489,"""{ AA 55 4D 01 0F C4 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898543263580,"""{ AA 55 4D 01 0F D8 DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898564604401,"""{ AA 55 4D 01 0F EC DB 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898594028350,"""{ AA 55 4D 01 0F 00 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898611546375,"""{ AA 55 53 01 0F 14 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898634332323,"""{ AA 55 4D 01 0F 28 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898661499779,"""{ AA 55 4D 01 0F 3C DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898661589623,"""{ AA 55 4D 01 0F 50 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898684155460,"""{ AA 55 4D 01 0F 64 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898717670975,"""{ AA 55 4D 01 0F 78 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898745827275,"""{ AA 55 53 01 0F 8C DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898745881475,"""{ AA 55 4D 01 0F A0 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898898531140,"""{ AA 55 4D 01 0F B4 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898900123207,"""{ AA 55 4D 01 0F C8 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898900213353,"""{ AA 55 4D 01 0F DC DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898900253436,"""{ AA 55 4D 01 0F F0 DC 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898900278831,"""{ AA 55 53 01 0F 04 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898900300824,"""{ AA 55 4D 01 0F 18 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898933536993,"""{ AA 55 4D 01 0F 2C DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898933581313,"""{ AA 55 4D 01 0F 40 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898933598226,"""{ AA 55 4D 01 0F 54 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898956624695,"""{ AA 55 4D 01 0F 68 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810898980080241,"""{ AA 55 53 01 0F 7C DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810899002359940,"""{ AA 55 4D 01 0F 90 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810899002401780,"""{ AA 55 4D 01 0F A4 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
1608810899017044204,"""{ AA 55 4D 01 0F B8 DD 00 00 00 67 EE 70 52 00 00 00 00 95 00 03 03 00 00 00 04 07\"
